Time (s),z_FL (m),z_FR (m),z_RL (m),z_RR (m)
0.36,1.54E-05,5.97E-05,2.62E-06,1.64E-05
0.37,7.68E-06,5.53E-05,5.62E-06,1.13E-05
0.38,1.33E-06,4.91E-05,7.86E-06,7.09E-06
0.39,-3.59E-06,4.09E-05,9.15E-06,3.66E-06
0.4,-7.22E-06,3.11E-05,9.35E-06,7.63E-07
0.41,-9.86E-06,1.98E-05,8.43E-06,-2.00E-06
0.42,-1.20E-05,7.72E-06,6.57E-06,-4.98E-06
0.43,-1.40E-05,-4.52E-06,4.12E-06,-8.37E-06
0.44,-1.65E-05,-1.61E-05,1.56E-06,-1.20E-05
0.45,-1.92E-05,-2.64E-05,-5.97E-07,-1.56E-05
0.46,-2.19E-05,-3.49E-05,-1.94E-06,-1.86E-05
0.47,-2.41E-05,-4.14E-05,-2.22E-06,-2.05E-05
0.48,-2.55E-05,-4.59E-05,-1.44E-06,-2.13E-05
0.49,-2.62E-05,-4.86E-05,1.76E-07,-2.12E-05
0.5,-2.66E-05,-4.98E-05,2.24E-06,-2.05E-05
0.51,-2.72E-05,-4.97E-05,4.25E-06,-1.95E-05
0.52,-2.84E-05,-4.89E-05,5.62E-06,-1.84E-05
0.53,-3.05E-05,-4.80E-05,5.84E-06,-1.71E-05
0.54,-3.32E-05,-4.79E-05,4.62E-06,-1.55E-05
0.55,-3.58E-05,-4.90E-05,1.98E-06,-1.34E-05
0.56,-3.72E-05,-5.16E-05,-1.73E-06,-1.08E-05
0.57,-3.67E-05,-5.58E-05,-6.06E-06,-7.55E-06
0.58,-3.39E-05,-6.11E-05,-1.06E-05,-3.63E-06
0.59,-2.88E-05,-6.68E-05,-1.49E-05,9.11E-07
0.6,-2.20E-05,-7.22E-05,-1.86E-05,5.90E-06
0.61,-1.37E-05,-7.64E-05,-2.13E-05,1.11E-05
0.62,-4.30E-06,-7.91E-05,-2.26E-05,1.60E-05
0.63,5.74E-06,-7.94E-05,-2.24E-05,2.05E-05
0.64,1.59E-05,-7.70E-05,-2.04E-05,2.38E-05
0.65,2.56E-05,-7.14E-05,-1.69E-05,2.58E-05
0.66,3.40E-05,-6.25E-05,-1.19E-05,2.60E-05
0.67,4.07E-05,-5.05E-05,-5.33E-06,2.45E-05
0.68,4.55E-05,-3.62E-05,2.55E-06,2.15E-05
0.69,4.86E-05,-2.05E-05,1.15E-05,1.72E-05
0.7,5.03E-05,-4.75E-06,2.12E-05,1.21E-05
0.71,5.09E-05,9.92E-06,3.12E-05,6.61E-06
0.72,5.08E-05,2.24E-05,4.14E-05,1.40E-06
0.73,5.00E-05,3.22E-05,5.13E-05,-3.06E-06
0.74,4.84E-05,3.93E-05,6.02E-05,-6.54E-06
0.75,4.60E-05,4.41E-05,6.72E-05,-9.00E-06
0.76,4.26E-05,4.72E-05,7.18E-05,-1.06E-05
0.77,3.85E-05,4.95E-05,7.34E-05,-1.13E-05
0.78,3.40E-05,5.14E-05,7.21E-05,-1.11E-05
0.79,2.97E-05,5.32E-05,6.82E-05,-9.99E-06
0.8,2.56E-05,5.54E-05,6.24E-05,-7.87E-06
0.81,2.18E-05,5.81E-05,5.56E-05,-4.89E-06
0.82,1.81E-05,6.17E-05,4.86E-05,-1.44E-06
0.83,1.45E-05,6.58E-05,4.19E-05,1.88E-06
0.84,1.12E-05,7.01E-05,3.62E-05,4.46E-06
0.85,8.25E-06,7.38E-05,3.19E-05,5.82E-06
0.86,5.65E-06,7.62E-05,2.89E-05,5.79E-06
0.87,3.05E-06,7.69E-05,2.72E-05,4.44E-06
0.88,-1.14E-08,7.59E-05,2.64E-05,2.08E-06
0.89,-3.88E-06,7.37E-05,2.59E-05,-9.64E-07
0.9,-8.63E-06,7.03E-05,2.50E-05,-4.32E-06
0.91,-1.40E-05,6.60E-05,2.34E-05,-7.67E-06
0.92,-1.96E-05,6.04E-05,2.07E-05,-1.07E-05
0.93,-2.47E-05,5.36E-05,1.72E-05,-1.32E-05
0.94,-2.88E-05,4.53E-05,1.30E-05,-1.48E-05
0.95,-3.14E-05,3.55E-05,8.71E-06,-1.53E-05
0.96,-3.20E-05,2.45E-05,4.41E-06,-1.49E-05
0.97,-3.07E-05,1.25E-05,1.58E-07,-1.37E-05
0.98,-2.78E-05,-2.64E-07,-4.13E-06,-1.24E-05
0.99,-2.40E-05,-1.33E-05,-8.56E-06,-1.13E-05
1,-1.99E-05,-2.58E-05,-1.32E-05,-1.09E-05
1.01,-1.63E-05,-3.70E-05,-1.80E-05,-1.15E-05
1.02,-1.41E-05,-4.59E-05,-2.32E-05,-1.31E-05
1.03,-1.40E-05,-5.22E-05,-2.89E-05,-1.55E-05
1.04,-1.60E-05,-5.59E-05,-3.49E-05,-1.85E-05
1.05,-2.01E-05,-5.77E-05,-4.11E-05,-2.18E-05
1.06,-2.53E-05,-5.84E-05,-4.74E-05,-2.51E-05
1.07,-3.04E-05,-5.84E-05,-5.34E-05,-2.81E-05
1.08,-3.40E-05,-5.79E-05,-5.88E-05,-3.00E-05
1.09,-3.55E-05,-5.68E-05,-6.33E-05,-3.03E-05
1.1,-3.46E-05,-5.51E-05,-6.68E-05,-2.87E-05
1.11,-3.17E-05,-5.26E-05,-6.92E-05,-2.53E-05
1.12,-2.76E-05,-4.90E-05,-7.05E-05,-2.05E-05
1.13,-2.29E-05,-4.44E-05,-7.07E-05,-1.52E-05
1.14,-1.81E-05,-3.90E-05,-7.00E-05,-9.77E-06
1.15,-1.38E-05,-3.32E-05,-6.87E-05,-4.50E-06
1.16,-1.04E-05,-2.72E-05,-6.69E-05,7.33E-07
1.17,-8.10E-06,-2.13E-05,-6.45E-05,6.23E-06
1.18,-6.68E-06,-1.55E-05,-6.16E-05,1.22E-05
1.19,-5.64E-06,-9.78E-06,-5.78E-05,1.87E-05
1.2,-4.32E-06,-4.05E-06,-5.30E-05,2.54E-05
1.21,-2.22E-06,1.80E-06,-4.72E-05,3.18E-05
1.22,8.05E-07,7.79E-06,-4.03E-05,3.74E-05
1.23,4.47E-06,1.38E-05,-3.27E-05,4.19E-05
1.24,8.26E-06,1.97E-05,-2.46E-05,4.51E-05
1.25,1.17E-05,2.50E-05,-1.65E-05,4.68E-05
1.26,1.45E-05,2.95E-05,-8.71E-06,4.71E-05
1.27,1.66E-05,3.29E-05,-1.31E-06,4.59E-05
1.28,1.84E-05,3.49E-05,5.73E-06,4.36E-05
1.29,1.99E-05,3.53E-05,1.26E-05,4.06E-05
1.3,2.16E-05,3.42E-05,1.94E-05,3.73E-05
1.31,2.37E-05,3.17E-05,2.60E-05,3.39E-05
1.32,2.65E-05,2.78E-05,3.24E-05,3.02E-05
1.33,3.01E-05,2.29E-05,3.82E-05,2.59E-05
1.34,3.45E-05,1.72E-05,4.33E-05,2.07E-05
1.35,3.98E-05,1.13E-05,4.74E-05,1.46E-05
1.36,4.55E-05,5.74E-06,5.08E-05,7.85E-06
1.37,5.13E-05,8.26E-07,5.35E-05,1.06E-06
1.38,5.64E-05,-3.22E-06,5.55E-05,-5.30E-06
1.39,6.01E-05,-6.32E-06,5.66E-05,-1.09E-05
1.4,6.20E-05,-8.56E-06,5.65E-05,-1.58E-05
1.41,6.22E-05,-1.02E-05,5.53E-05,-2.01E-05
1.42,6.09E-05,-1.14E-05,5.29E-05,-2.40E-05
1.43,5.84E-05,-1.25E-05,4.99E-05,-2.74E-05
1.44,5.50E-05,-1.33E-05,4.67E-05,-3.02E-05
1.45,5.08E-05,-1.37E-05,4.36E-05,-3.22E-05
1.46,4.57E-05,-1.34E-05,4.09E-05,-3.34E-05
1.47,3.93E-05,-1.20E-05,3.85E-05,-3.41E-05
1.48,3.14E-05,-9.76E-06,3.59E-05,-3.44E-05
1.49,2.18E-05,-6.73E-06,3.26E-05,-3.46E-05
1.5,1.01E-05,-3.33E-06,2.83E-05,-3.43E-05
1.51,-3.51E-06,-3.99E-08,2.31E-05,-3.33E-05
1.52,-1.84E-05,2.78E-06,1.72E-05,-3.11E-05
1.53,-3.34E-05,4.97E-06,1.12E-05,-2.77E-05
1.54,-4.72E-05,6.62E-06,5.47E-06,-2.31E-05
1.55,-5.82E-05,8.04E-06,4.00E-07,-1.78E-05
1.56,-6.53E-05,9.56E-06,-4.02E-06,-1.23E-05
1.57,-6.78E-05,1.14E-05,-8.02E-06,-7.17E-06
1.58,-6.55E-05,1.35E-05,-1.19E-05,-2.59E-06
1.59,-5.91E-05,1.57E-05,-1.60E-05,1.43E-06
1.6,-4.96E-05,1.78E-05,-2.02E-05,5.05E-06
1.61,-3.87E-05,1.94E-05,-2.43E-05,8.43E-06
1.62,-2.78E-05,2.06E-05,-2.77E-05,1.16E-05
1.63,-1.83E-05,2.10E-05,-3.01E-05,1.45E-05
1.64,-1.10E-05,2.06E-05,-3.13E-05,1.70E-05
1.65,-6.66E-06,1.96E-05,-3.12E-05,1.92E-05
1.66,-5.35E-06,1.81E-05,-3.03E-05,2.12E-05
1.67,-6.85E-06,1.63E-05,-2.89E-05,2.32E-05
1.68,-1.04E-05,1.45E-05,-2.73E-05,2.52E-05
1.69,-1.50E-05,1.27E-05,-2.57E-05,2.71E-05
1.7,-1.96E-05,1.07E-05,-2.42E-05,2.90E-05
1.71,-2.34E-05,8.20E-06,-2.30E-05,3.06E-05
1.72,-2.61E-05,4.81E-06,-2.26E-05,3.21E-05
1.73,-2.77E-05,4.11E-07,-2.34E-05,3.32E-05
1.74,-2.84E-05,-4.77E-06,-2.58E-05,3.41E-05
1.75,-2.85E-05,-1.02E-05,-2.95E-05,3.46E-05
1.76,-2.82E-05,-1.52E-05,-3.38E-05,3.47E-05
1.77,-2.77E-05,-1.92E-05,-3.78E-05,3.43E-05
1.78,-2.69E-05,-2.18E-05,-4.06E-05,3.33E-05
1.79,-2.57E-05,-2.25E-05,-4.16E-05,3.13E-05
1.8,-2.41E-05,-2.14E-05,-4.07E-05,2.80E-05
1.81,-2.25E-05,-1.89E-05,-3.81E-05,2.33E-05
1.82,-2.15E-05,-1.56E-05,-3.46E-05,1.69E-05
1.83,-2.19E-05,-1.19E-05,-3.09E-05,8.64E-06
1.84,-2.39E-05,-8.62E-06,-2.74E-05,-1.19E-06
1.85,-2.74E-05,-5.86E-06,-2.44E-05,-1.22E-05
1.86,-3.15E-05,-3.62E-06,-2.19E-05,-2.36E-05
1.87,-3.50E-05,-1.70E-06,-1.95E-05,-3.45E-05
1.88,-3.66E-05,1.88E-07,-1.70E-05,-4.39E-05
1.89,-3.57E-05,2.25E-06,-1.42E-05,-5.12E-05
1.9,-3.20E-05,4.56E-06,-1.10E-05,-5.66E-05
1.91,-2.61E-05,7.00E-06,-7.46E-06,-6.03E-05
1.92,-1.86E-05,9.28E-06,-3.40E-06,-6.29E-05
1.93,-1.06E-05,1.11E-05,1.27E-06,-6.46E-05
1.94,-3.23E-06,1.20E-05,6.52E-06,-6.55E-05
1.95,2.61E-06,1.18E-05,1.20E-05,-6.54E-05
1.96,6.63E-06,1.04E-05,1.71E-05,-6.39E-05
1.97,9.08E-06,7.44E-06,2.14E-05,-6.07E-05
1.98,1.06E-05,3.02E-06,2.47E-05,-5.58E-05
1.99,1.19E-05,-2.61E-06,2.70E-05,-4.93E-05
2,1.38E-05,-8.85E-06,2.88E-05,-4.18E-05
2.01,1.66E-05,-1.48E-05,3.06E-05,-3.39E-05
2.02,2.06E-05,-1.95E-05,3.25E-05,-2.60E-05
2.03,2.59E-05,-2.23E-05,3.48E-05,-1.85E-05
2.04,3.21E-05,-2.31E-05,3.73E-05,-1.15E-05
2.05,3.86E-05,-2.21E-05,3.98E-05,-4.71E-06
2.06,4.45E-05,-2.00E-05,4.21E-05,1.61E-06
2.07,4.93E-05,-1.75E-05,4.37E-05,7.23E-06
2.08,5.27E-05,-1.49E-05,4.48E-05,1.18E-05
2.09,5.47E-05,-1.23E-05,4.51E-05,1.49E-05
2.1,5.59E-05,-9.83E-06,4.49E-05,1.63E-05
2.11,5.66E-05,-7.44E-06,4.43E-05,1.59E-05
2.12,5.74E-05,-5.26E-06,4.33E-05,1.39E-05
2.13,5.86E-05,-3.44E-06,4.23E-05,1.10E-05
2.14,6.04E-05,-2.20E-06,4.11E-05,7.94E-06
2.15,6.25E-05,-1.72E-06,3.95E-05,5.59E-06
2.16,6.41E-05,-2.13E-06,3.74E-05,4.60E-06
2.17,6.46E-05,-3.33E-06,3.44E-05,5.41E-06
2.18,6.34E-05,-5.06E-06,3.08E-05,8.19E-06
2.19,6.05E-05,-6.96E-06,2.66E-05,1.28E-05
2.2,5.59E-05,-8.68E-06,2.26E-05,1.86E-05
2.21,4.96E-05,-1.01E-05,1.91E-05,2.48E-05
2.22,4.15E-05,-1.11E-05,1.65E-05,3.05E-05
2.23,3.16E-05,-1.19E-05,1.48E-05,3.51E-05
2.24,2.01E-05,-1.24E-05,1.35E-05,3.84E-05
2.25,7.51E-06,-1.27E-05,1.22E-05,4.06E-05
2.26,-5.35E-06,-1.28E-05,1.04E-05,4.20E-05
2.27,-1.78E-05,-1.27E-05,8.04E-06,4.30E-05
2.28,-2.94E-05,-1.25E-05,5.09E-06,4.37E-05
2.29,-3.99E-05,-1.20E-05,1.62E-06,4.41E-05
2.3,-4.93E-05,-1.13E-05,-2.28E-06,4.41E-05
2.31,-5.76E-05,-1.03E-05,-6.60E-06,4.35E-05
2.32,-6.47E-05,-9.09E-06,-1.13E-05,4.20E-05
2.33,-7.06E-05,-7.95E-06,-1.63E-05,3.94E-05
2.34,-7.48E-05,-7.03E-06,-2.13E-05,3.54E-05
2.35,-7.66E-05,-6.23E-06,-2.61E-05,3.00E-05
2.36,-7.58E-05,-5.05E-06,-3.04E-05,2.35E-05
2.37,-7.22E-05,-2.84E-06,-3.38E-05,1.65E-05
2.38,-6.64E-05,9.17E-07,-3.61E-05,9.85E-06
2.39,-5.92E-05,6.25E-06,-3.69E-05,4.37E-06
2.4,-5.16E-05,1.27E-05,-3.61E-05,7.07E-07
2.41,-4.45E-05,1.97E-05,-3.35E-05,-7.79E-07
2.42,-3.82E-05,2.63E-05,-2.94E-05,-7.50E-08
2.43,-3.26E-05,3.20E-05,-2.42E-05,2.49E-06
2.44,-2.68E-05,3.65E-05,-1.86E-05,6.31E-06
2.45,-1.98E-05,3.98E-05,-1.30E-05,1.07E-05
2.46,-1.07E-05,4.20E-05,-7.77E-06,1.48E-05
2.47,8.45E-07,4.36E-05,-3.05E-06,1.84E-05
2.48,1.44E-05,4.50E-05,9.38E-07,2.14E-05
2.49,2.87E-05,4.67E-05,4.02E-06,2.39E-05
2.5,4.21E-05,4.88E-05,6.02E-06,2.60E-05
2.51,5.30E-05,5.13E-05,6.83E-06,2.76E-05
2.52,6.03E-05,5.38E-05,6.50E-06,2.85E-05
2.53,6.35E-05,5.55E-05,5.18E-06,2.85E-05
2.54,6.26E-05,5.58E-05,3.12E-06,2.75E-05
2.55,5.81E-05,5.42E-05,4.95E-07,2.58E-05
2.56,5.05E-05,5.10E-05,-2.74E-06,2.34E-05
2.57,4.07E-05,4.65E-05,-6.77E-06,2.05E-05
2.58,2.96E-05,4.14E-05,-1.17E-05,1.70E-05
2.59,1.89E-05,3.59E-05,-1.75E-05,1.29E-05
2.6,9.81E-06,3.04E-05,-2.39E-05,8.07E-06
2.61,3.48E-06,2.49E-05,-3.03E-05,2.55E-06
2.62,8.48E-08,1.91E-05,-3.63E-05,-3.57E-06
2.63,-9.87E-07,1.30E-05,-4.16E-05,-1.00E-05
2.64,-9.32E-07,6.43E-06,-4.58E-05,-1.63E-05
2.65,-1.08E-06,-5.09E-07,-4.86E-05,-2.19E-05
2.66,-2.44E-06,-7.73E-06,-4.95E-05,-2.65E-05
2.67,-5.39E-06,-1.52E-05,-4.84E-05,-2.98E-05
2.68,-9.66E-06,-2.29E-05,-4.52E-05,-3.20E-05
2.69,-1.46E-05,-3.11E-05,-4.03E-05,-3.36E-05
2.7,-1.93E-05,-3.95E-05,-3.40E-05,-3.52E-05
2.71,-2.31E-05,-4.82E-05,-2.67E-05,-3.75E-05
2.72,-2.56E-05,-5.63E-05,-1.90E-05,-4.08E-05
2.73,-2.64E-05,-6.33E-05,-1.11E-05,-4.49E-05
2.74,-2.56E-05,-6.81E-05,-3.43E-06,-4.95E-05
2.75,-2.37E-05,-7.03E-05,3.70E-06,-5.42E-05
2.76,-2.10E-05,-6.98E-05,1.02E-05,-5.84E-05
2.77,-1.80E-05,-6.68E-05,1.60E-05,-6.20E-05
2.78,-1.54E-05,-6.18E-05,2.14E-05,-6.46E-05
2.79,-1.34E-05,-5.50E-05,2.70E-05,-6.61E-05
2.8,-1.24E-05,-4.66E-05,3.30E-05,-6.63E-05
2.81,-1.22E-05,-3.66E-05,4.00E-05,-6.51E-05
2.82,-1.31E-05,-2.53E-05,4.80E-05,-6.25E-05
2.83,-1.48E-05,-1.35E-05,5.69E-05,-5.83E-05
2.84,-1.70E-05,-2.02E-06,6.61E-05,-5.28E-05
2.85,-1.94E-05,8.36E-06,7.48E-05,-4.63E-05
2.86,-2.15E-05,1.71E-05,8.21E-05,-3.92E-05
2.87,-2.30E-05,2.42E-05,8.72E-05,-3.21E-05
2.88,-2.36E-05,2.98E-05,8.97E-05,-2.50E-05
2.89,-2.35E-05,3.42E-05,8.96E-05,-1.83E-05
2.9,-2.29E-05,3.77E-05,8.70E-05,-1.20E-05
2.91,-2.19E-05,4.04E-05,8.21E-05,-6.78E-06
2.92,-2.07E-05,4.24E-05,7.51E-05,-2.86E-06
2.93,-1.96E-05,4.37E-05,6.63E-05,-5.43E-07
2.94,-1.88E-05,4.41E-05,5.59E-05,1.72E-07
2.95,-1.83E-05,4.32E-05,4.41E-05,-2.96E-07
2.96,-1.78E-05,4.08E-05,3.14E-05,-1.08E-06
2.97,-1.65E-05,3.68E-05,1.83E-05,-1.09E-06
2.98,-1.42E-05,3.09E-05,5.30E-06,5.82E-07
2.99,-1.06E-05,2.31E-05,-7.01E-06,4.19E-06
3,-6.25E-06,1.34E-05,-1.84E-05,9.22E-06
3.01,-1.69E-06,2.25E-06,-2.86E-05,1.47E-05
3.02,2.47E-06,-9.91E-06,-3.77E-05,1.95E-05
3.03,5.76E-06,-2.23E-05,-4.55E-05,2.31E-05
3.04,7.99E-06,-3.43E-05,-5.22E-05,2.56E-05
3.05,9.17E-06,-4.50E-05,-5.78E-05,2.76E-05
3.06,9.40E-06,-5.39E-05,-6.24E-05,2.98E-05
3.07,8.90E-06,-6.02E-05,-6.63E-05,3.31E-05
3.08,7.92E-06,-6.36E-05,-6.94E-05,3.79E-05
3.09,6.84E-06,-6.39E-05,-7.20E-05,4.40E-05
3.1,5.99E-06,-6.16E-05,-7.37E-05,5.09E-05
3.11,5.58E-06,-5.73E-05,-7.43E-05,5.79E-05
3.12,5.71E-06,-5.18E-05,-7.34E-05,6.42E-05
3.13,6.44E-06,-4.61E-05,-7.09E-05,6.92E-05
3.14,7.96E-06,-4.08E-05,-6.68E-05,7.23E-05
3.15,1.05E-05,-3.65E-05,-6.13E-05,7.33E-05
3.16,1.42E-05,-3.37E-05,-5.49E-05,7.21E-05
3.17,1.93E-05,-3.25E-05,-4.79E-05,6.85E-05
3.18,2.54E-05,-3.30E-05,-4.05E-05,6.28E-05
3.19,3.23E-05,-3.45E-05,-3.29E-05,5.54E-05
3.2,3.93E-05,-3.63E-05,-2.52E-05,4.68E-05
3.21,4.56E-05,-3.74E-05,-1.72E-05,3.77E-05
3.22,5.08E-05,-3.73E-05,-9.03E-06,2.89E-05
3.23,5.46E-05,-3.57E-05,-6.34E-07,2.13E-05
3.24,5.70E-05,-3.27E-05,8.00E-06,1.52E-05
3.25,5.80E-05,-2.84E-05,1.68E-05,1.09E-05
3.26,5.75E-05,-2.33E-05,2.57E-05,7.97E-06
3.27,5.57E-05,-1.77E-05,3.42E-05,5.66E-06
3.28,5.29E-05,-1.17E-05,4.20E-05,3.28E-06
3.29,4.97E-05,-5.77E-06,4.85E-05,2.34E-07
3.3,4.66E-05,1.82E-07,5.35E-05,-3.92E-06
3.31,4.40E-05,6.17E-06,5.68E-05,-9.35E-06
3.32,4.18E-05,1.23E-05,5.84E-05,-1.59E-05
3.33,3.99E-05,1.88E-05,5.86E-05,-2.30E-05
3.34,3.79E-05,2.56E-05,5.77E-05,-2.99E-05
3.35,3.54E-05,3.27E-05,5.59E-05,-3.58E-05
3.36,3.20E-05,3.98E-05,5.30E-05,-4.00E-05
3.37,2.75E-05,4.63E-05,4.91E-05,-4.27E-05
3.38,2.14E-05,5.18E-05,4.40E-05,-4.40E-05
3.39,1.37E-05,5.61E-05,3.78E-05,-4.43E-05
3.4,4.29E-06,5.91E-05,3.07E-05,-4.36E-05
3.41,-6.14E-06,6.12E-05,2.31E-05,-4.17E-05
3.42,-1.66E-05,6.28E-05,1.54E-05,-3.81E-05
3.43,-2.57E-05,6.45E-05,8.42E-06,-3.29E-05
3.44,-3.26E-05,6.68E-05,2.85E-06,-2.63E-05
3.45,-3.67E-05,6.95E-05,-8.00E-07,-1.92E-05
3.46,-3.84E-05,7.23E-05,-2.50E-06,-1.25E-05
3.47,-3.84E-05,7.44E-05,-2.76E-06,-7.18E-06
3.48,-3.76E-05,7.55E-05,-2.49E-06,-4.05E-06
3.49,-3.69E-05,7.51E-05,-2.67E-06,-3.64E-06
3.5,-3.70E-05,7.32E-05,-4.00E-06,-6.03E-06
3.51,-3.82E-05,7.01E-05,-6.70E-06,-1.09E-05
3.52,-4.06E-05,6.58E-05,-1.06E-05,-1.77E-05
3.53,-4.38E-05,6.02E-05,-1.50E-05,-2.57E-05
3.54,-4.74E-05,5.32E-05,-1.95E-05,-3.40E-05
3.55,-5.09E-05,4.48E-05,-2.35E-05,-4.16E-05
3.56,-5.39E-05,3.53E-05,-2.67E-05,-4.77E-05
3.57,-5.59E-05,2.54E-05,-2.91E-05,-5.17E-05
3.58,-5.64E-05,1.56E-05,-3.06E-05,-5.35E-05
3.59,-5.52E-05,6.40E-06,-3.12E-05,-5.33E-05
3.6,-5.23E-05,-1.98E-06,-3.10E-05,-5.15E-05
3.61,-4.79E-05,-9.47E-06,-3.03E-05,-4.87E-05
3.62,-4.25E-05,-1.60E-05,-2.92E-05,-4.53E-05
3.63,-3.67E-05,-2.16E-05,-2.79E-05,-4.17E-05
3.64,-3.07E-05,-2.62E-05,-2.67E-05,-3.79E-05
3.65,-2.49E-05,-3.01E-05,-2.53E-05,-3.38E-05
3.66,-1.91E-05,-3.35E-05,-2.35E-05,-2.91E-05
3.67,-1.34E-05,-3.69E-05,-2.10E-05,-2.35E-05
3.68,-8.00E-06,-4.05E-05,-1.81E-05,-1.70E-05
3.69,-2.98E-06,-4.45E-05,-1.47E-05,-9.74E-06
3.7,1.49E-06,-4.87E-05,-1.13E-05,-1.83E-06
3.71,5.35E-06,-5.29E-05,-7.86E-06,6.47E-06
3.72,8.58E-06,-5.67E-05,-4.65E-06,1.49E-05
3.73,1.12E-05,-6.00E-05,-1.72E-06,2.32E-05
3.74,1.32E-05,-6.22E-05,8.58E-07,3.11E-05
3.75,1.47E-05,-6.31E-05,3.02E-06,3.84E-05
3.76,1.58E-05,-6.26E-05,4.72E-06,4.50E-05
3.77,1.64E-05,-6.08E-05,5.92E-06,5.11E-05
3.78,1.66E-05,-5.80E-05,6.52E-06,5.64E-05
3.79,1.64E-05,-5.47E-05,6.40E-06,6.09E-05
3.8,1.59E-05,-5.13E-05,5.43E-06,6.44E-05
3.81,1.48E-05,-4.83E-05,3.54E-06,6.68E-05
3.82,1.26E-05,-4.57E-05,8.39E-07,6.78E-05
3.83,9.08E-06,-4.35E-05,-2.40E-06,6.74E-05
3.84,4.05E-06,-4.13E-05,-5.81E-06,6.58E-05
3.85,-2.22E-06,-3.86E-05,-8.98E-06,6.30E-05
3.86,-9.11E-06,-3.52E-05,-1.15E-05,5.92E-05
3.87,-1.57E-05,-3.11E-05,-1.28E-05,5.45E-05
3.88,-2.10E-05,-2.64E-05,-1.26E-05,4.89E-05
3.89,-2.40E-05,-2.15E-05,-1.05E-05,4.26E-05
3.9,-2.41E-05,-1.64E-05,-6.90E-06,3.56E-05
3.91,-2.10E-05,-1.14E-05,-2.25E-06,2.82E-05
3.92,-1.51E-05,-6.50E-06,2.69E-06,2.06E-05
3.93,-7.36E-06,-1.89E-06,7.24E-06,1.34E-05
3.94,1.41E-06,2.48E-06,1.10E-05,7.02E-06
3.95,1.03E-05,6.69E-06,1.38E-05,1.78E-06
3.96,1.88E-05,1.09E-05,1.58E-05,-2.08E-06
3.97,2.65E-05,1.51E-05,1.72E-05,-4.56E-06
3.98,3.32E-05,1.94E-05,1.84E-05,-5.79E-06
3.99,3.88E-05,2.37E-05,1.92E-05,-6.08E-06
4,4.36E-05,2.77E-05,1.97E-05,-5.78E-06
4.01,4.77E-05,3.12E-05,1.94E-05,-5.20E-06
4.02,5.16E-05,3.40E-05,1.83E-05,-4.41E-06
4.03,5.54E-05,3.62E-05,1.64E-05,-3.29E-06
4.04,5.94E-05,3.78E-05,1.38E-05,-1.66E-06
4.05,6.34E-05,3.89E-05,1.06E-05,4.72E-07
4.06,6.71E-05,3.97E-05,6.89E-06,2.90E-06
4.07,7.03E-05,4.04E-05,2.79E-06,5.30E-06
4.08,7.26E-05,4.11E-05,-1.64E-06,7.39E-06
