Time (s),z_FL (m),z_FR (m),z_RL (m),z_RR (m)
0.58,-2.65E-05,-1.26E-05,-2.91E-05,-2.94E-07
0.59,-2.42E-05,-6.43E-06,-3.17E-05,-2.94E-07
0.6,-2.10E-05,-1.05E-06,-3.43E-05,-2.94E-07
0.61,-1.71E-05,2.91E-06,-3.66E-05,-2.94E-07
0.62,-1.26E-05,4.96E-06,-3.86E-05,-2.94E-07
0.63,-7.81E-06,4.97E-06,-4.00E-05,-2.94E-07
0.64,-3.08E-06,3.24E-06,-4.07E-05,-2.94E-07
0.65,1.13E-06,3.67E-07,-4.06E-05,-2.94E-07
0.66,4.43E-06,-2.90E-06,-3.99E-05,-2.94E-07
0.67,6.65E-06,-5.89E-06,-3.87E-05,-2.94E-07
0.68,7.93E-06,-8.08E-06,-3.74E-05,-2.94E-07
0.69,8.54E-06,-9.14E-06,-3.63E-05,-2.94E-07
0.7,8.71E-06,-8.87E-06,-3.55E-05,-2.94E-07
0.71,8.52E-06,-7.19E-06,-3.50E-05,-2.94E-07
0.72,7.98E-06,-4.23E-06,-3.44E-05,-2.94E-07
0.73,7.10E-06,-2.66E-07,-3.30E-05,-2.94E-07
0.74,5.92E-06,4.29E-06,-3.00E-05,-2.94E-07
0.75,4.44E-06,8.96E-06,-2.47E-05,-2.94E-07
0.76,2.66E-06,1.32E-05,-1.67E-05,-2.93E-07
0.77,5.12E-07,1.65E-05,-6.06E-06,-2.93E-07
0.78,-2.05E-06,1.85E-05,6.61E-06,-2.93E-07
0.79,-4.95E-06,1.90E-05,2.02E-05,-2.93E-07
0.8,-7.95E-06,1.82E-05,3.33E-05,-2.93E-07
0.81,-1.07E-05,1.65E-05,4.47E-05,-2.93E-07
0.82,-1.28E-05,1.44E-05,5.35E-05,-2.93E-07
0.83,-1.42E-05,1.21E-05,5.95E-05,-2.93E-07
0.84,-1.47E-05,1.00E-05,6.25E-05,-2.93E-07
0.85,-1.42E-05,8.28E-06,6.29E-05,-2.93E-07
0.86,-1.29E-05,6.97E-06,6.10E-05,-2.93E-07
0.87,-1.07E-05,5.92E-06,5.73E-05,-2.93E-07
0.88,-7.96E-06,4.95E-06,5.21E-05,-2.93E-07
0.89,-4.73E-06,3.92E-06,4.62E-05,-2.93E-07
0.9,-1.27E-06,2.85E-06,4.00E-05,-2.93E-07
0.91,2.24E-06,1.79E-06,3.42E-05,-2.93E-07
0.92,5.56E-06,7.72E-07,2.87E-05,-2.93E-07
0.93,8.45E-06,-1.21E-07,2.39E-05,-2.93E-07
0.94,1.07E-05,-6.64E-07,1.98E-05,-2.93E-07
0.95,1.23E-05,-5.83E-07,1.65E-05,-2.93E-07
0.96,1.33E-05,2.65E-07,1.42E-05,-2.93E-07
0.97,1.38E-05,1.80E-06,1.28E-05,-2.93E-07
0.98,1.40E-05,3.76E-06,1.21E-05,-2.92E-07
0.99,1.40E-05,5.89E-06,1.18E-05,-2.92E-07
1,1.40E-05,8.03E-06,1.15E-05,-2.92E-07
1.01,1.43E-05,1.01E-05,1.10E-05,-2.92E-07
1.02,1.48E-05,1.19E-05,1.04E-05,-2.92E-07
1.03,1.58E-05,1.31E-05,9.56E-06,-2.92E-07
1.04,1.72E-05,1.34E-05,8.75E-06,-2.92E-07
1.05,1.90E-05,1.25E-05,8.06E-06,-2.92E-07
1.06,2.11E-05,1.04E-05,7.42E-06,-2.92E-07
1.07,2.34E-05,7.35E-06,6.64E-06,-2.92E-07
1.08,2.57E-05,3.92E-06,5.45E-06,-2.92E-07
1.09,2.77E-05,7.68E-07,3.51E-06,-2.92E-07
1.1,2.92E-05,-1.55E-06,4.93E-07,-2.92E-07
1.11,2.98E-05,-2.79E-06,-3.73E-06,-2.92E-07
1.12,2.95E-05,-3.05E-06,-9.01E-06,-2.92E-07
1.13,2.82E-05,-2.65E-06,-1.49E-05,-2.92E-07
1.14,2.60E-05,-2.02E-06,-2.05E-05,-2.92E-07
1.15,2.34E-05,-1.56E-06,-2.51E-05,-2.92E-07
1.16,2.04E-05,-1.55E-06,-2.81E-05,-2.92E-07
1.17,1.75E-05,-2.07E-06,-2.91E-05,-2.92E-07
1.18,1.47E-05,-3.05E-06,-2.84E-05,-2.92E-07
1.19,1.21E-05,-4.18E-06,-2.65E-05,-2.92E-07
1.2,9.60E-06,-5.03E-06,-2.42E-05,-2.92E-07
1.21,7.37E-06,-5.06E-06,-2.19E-05,-2.91E-07
1.22,5.45E-06,-3.75E-06,-2.02E-05,-2.91E-07
1.23,3.85E-06,-8.76E-07,-1.90E-05,-2.91E-07
1.24,2.58E-06,3.34E-06,-1.83E-05,-2.91E-07
1.25,1.55E-06,8.23E-06,-1.78E-05,-2.91E-07
1.26,5.92E-07,1.30E-05,-1.72E-05,-2.91E-07
1.27,-5.57E-07,1.68E-05,-1.64E-05,-2.91E-07
1.28,-2.27E-06,1.94E-05,-1.55E-05,-2.91E-07
1.29,-4.90E-06,2.06E-05,-1.46E-05,-2.91E-07
1.3,-8.59E-06,2.07E-05,-1.39E-05,-2.91E-07
1.31,-1.33E-05,2.02E-05,-1.31E-05,-2.91E-07
1.32,-1.86E-05,1.96E-05,-1.22E-05,-2.91E-07
1.33,-2.41E-05,1.91E-05,-1.08E-05,-2.91E-07
1.34,-2.96E-05,1.89E-05,-8.86E-06,-2.91E-07
1.35,-3.47E-05,1.91E-05,-6.15E-06,-2.91E-07
1.36,-3.93E-05,1.91E-05,-2.64E-06,-2.91E-07
1.37,-4.32E-05,1.85E-05,1.74E-06,-2.91E-07
1.38,-4.60E-05,1.71E-05,7.08E-06,-2.91E-07
1.39,-4.73E-05,1.49E-05,1.33E-05,-2.91E-07
1.4,-4.70E-05,1.23E-05,2.03E-05,-2.91E-07
1.41,-4.50E-05,9.82E-06,2.75E-05,-2.91E-07
1.42,-4.16E-05,7.91E-06,3.44E-05,-2.91E-07
1.43,-3.72E-05,6.92E-06,4.04E-05,-2.90E-07
1.44,-3.24E-05,6.87E-06,4.49E-05,-2.90E-07
1.45,-2.75E-05,7.35E-06,4.74E-05,-2.90E-07
1.46,-2.26E-05,7.74E-06,4.77E-05,-2.90E-07
1.47,-1.77E-05,7.34E-06,4.56E-05,-2.90E-07
1.48,-1.25E-05,5.71E-06,4.17E-05,-2.90E-07
1.49,-6.86E-06,2.66E-06,3.66E-05,-2.90E-07
1.5,-6.18E-07,-1.61E-06,3.09E-05,-2.90E-07
1.51,6.07E-06,-6.71E-06,2.53E-05,-2.90E-07
1.52,1.29E-05,-1.20E-05,2.03E-05,-2.90E-07
1.53,1.95E-05,-1.70E-05,1.61E-05,-2.90E-07
1.54,2.55E-05,-2.11E-05,1.29E-05,-2.90E-07
1.55,3.07E-05,-2.41E-05,1.06E-05,-2.90E-07
1.56,3.49E-05,-2.66E-05,9.11E-06,-2.90E-07
1.57,3.80E-05,-2.91E-05,8.07E-06,-2.90E-07
1.58,4.00E-05,-3.24E-05,7.07E-06,-2.90E-07
1.59,4.09E-05,-3.65E-05,5.76E-06,-2.90E-07
1.6,4.11E-05,-4.11E-05,3.99E-06,-2.90E-07
1.61,4.07E-05,-4.54E-05,1.81E-06,-2.90E-07
1.62,4.01E-05,-4.85E-05,-7.18E-07,-2.90E-07
1.63,3.93E-05,-4.99E-05,-3.60E-06,-2.90E-07
1.64,3.87E-05,-4.92E-05,-6.90E-06,-2.90E-07
1.65,3.80E-05,-4.68E-05,-1.07E-05,-2.90E-07
1.66,3.72E-05,-4.32E-05,-1.49E-05,-2.89E-07
1.67,3.59E-05,-3.91E-05,-1.97E-05,-2.89E-07
1.68,3.38E-05,-3.50E-05,-2.50E-05,-2.89E-07
1.69,3.08E-05,-3.13E-05,-3.07E-05,-2.89E-07
1.7,2.68E-05,-2.79E-05,-3.64E-05,-2.89E-07
1.71,2.19E-05,-2.49E-05,-4.19E-05,-2.89E-07
1.72,1.62E-05,-2.21E-05,-4.66E-05,-2.89E-07
1.73,9.76E-06,-1.92E-05,-5.00E-05,-2.89E-07
1.74,2.64E-06,-1.62E-05,-5.16E-05,-2.89E-07
1.75,-5.08E-06,-1.33E-05,-5.08E-05,-2.89E-07
1.76,-1.33E-05,-1.02E-05,-4.73E-05,-2.89E-07
1.77,-2.18E-05,-6.84E-06,-4.12E-05,-2.89E-07
1.78,-3.03E-05,-2.75E-06,-3.30E-05,-2.89E-07
1.79,-3.82E-05,2.34E-06,-2.37E-05,-2.89E-07
1.8,-4.50E-05,8.48E-06,-1.44E-05,-2.89E-07
1.81,-5.04E-05,1.55E-05,-6.31E-06,-2.89E-07
1.82,-5.39E-05,2.30E-05,-2.82E-07,-2.89E-07
1.83,-5.54E-05,3.07E-05,3.54E-06,-2.89E-07
1.84,-5.47E-05,3.81E-05,5.59E-06,-2.89E-07
1.85,-5.20E-05,4.51E-05,6.63E-06,-2.89E-07
1.86,-4.76E-05,5.13E-05,7.47E-06,-2.89E-07
1.87,-4.17E-05,5.65E-05,8.69E-06,-2.89E-07
1.88,-3.47E-05,6.03E-05,1.05E-05,-2.88E-07
1.89,-2.71E-05,6.21E-05,1.25E-05,-2.88E-07
1.9,-1.89E-05,6.20E-05,1.40E-05,-2.88E-07
1.91,-1.05E-05,6.03E-05,1.45E-05,-2.88E-07
1.92,-1.92E-06,5.73E-05,1.38E-05,-2.88E-07
1.93,6.74E-06,5.36E-05,1.21E-05,-2.88E-07
1.94,1.52E-05,4.94E-05,1.02E-05,-2.88E-07
1.95,2.29E-05,4.49E-05,9.05E-06,-2.88E-07
1.96,2.94E-05,4.01E-05,9.14E-06,-2.88E-07
1.97,3.42E-05,3.50E-05,1.09E-05,-2.88E-07
1.98,3.68E-05,2.98E-05,1.43E-05,-2.88E-07
1.99,3.68E-05,2.46E-05,1.92E-05,-2.88E-07
2,3.43E-05,1.96E-05,2.52E-05,-2.88E-07
2.01,2.99E-05,1.49E-05,3.15E-05,-2.88E-07
2.02,2.41E-05,1.06E-05,3.72E-05,-2.88E-07
2.03,1.77E-05,6.57E-06,4.14E-05,-2.88E-07
2.04,1.14E-05,2.49E-06,4.33E-05,-2.88E-07
2.05,5.69E-06,-1.84E-06,4.26E-05,-2.88E-07
2.06,6.94E-07,-6.52E-06,3.93E-05,-2.88E-07
2.07,-3.48E-06,-1.15E-05,3.36E-05,-2.88E-07
2.08,-6.88E-06,-1.66E-05,2.62E-05,-2.88E-07
2.09,-9.62E-06,-2.17E-05,1.80E-05,-2.88E-07
2.1,-1.19E-05,-2.66E-05,9.65E-06,-2.88E-07
2.11,-1.37E-05,-3.12E-05,1.86E-06,-2.87E-07
2.12,-1.52E-05,-3.48E-05,-5.01E-06,-2.87E-07
2.13,-1.62E-05,-3.70E-05,-1.08E-05,-2.87E-07
2.14,-1.67E-05,-3.75E-05,-1.55E-05,-2.87E-07
2.15,-1.67E-05,-3.61E-05,-1.94E-05,-2.87E-07
2.16,-1.64E-05,-3.34E-05,-2.27E-05,-2.87E-07
2.17,-1.58E-05,-2.96E-05,-2.55E-05,-2.87E-07
2.18,-1.53E-05,-2.50E-05,-2.80E-05,-2.87E-07
2.19,-1.48E-05,-2.00E-05,-3.00E-05,-2.87E-07
2.2,-1.43E-05,-1.48E-05,-3.15E-05,-2.87E-07
2.21,-1.37E-05,-9.98E-06,-3.22E-05,-2.87E-07
2.22,-1.27E-05,-6.29E-06,-3.20E-05,-2.87E-07
2.23,-1.16E-05,-4.15E-06,-3.06E-05,-2.87E-07
2.24,-1.02E-05,-3.68E-06,-2.80E-05,-2.87E-07
2.25,-8.93E-06,-4.56E-06,-2.42E-05,-2.87E-07
2.26,-7.70E-06,-6.08E-06,-1.94E-05,-2.87E-07
2.27,-6.46E-06,-7.38E-06,-1.40E-05,-2.87E-07
2.28,-5.08E-06,-7.68E-06,-8.46E-06,-2.87E-07
2.29,-3.43E-06,-6.49E-06,-3.07E-06,-2.87E-07
2.3,-1.48E-06,-3.74E-06,1.94E-06,-2.87E-07
2.31,7.30E-07,1.49E-07,6.52E-06,-2.87E-07
2.32,3.08E-06,4.48E-06,1.07E-05,-2.87E-07
2.33,5.41E-06,8.52E-06,1.44E-05,-2.86E-07
2.34,7.56E-06,1.17E-05,1.76E-05,-2.86E-07
2.35,9.41E-06,1.39E-05,2.03E-05,-2.86E-07
2.36,1.09E-05,1.50E-05,2.21E-05,-2.86E-07
2.37,1.20E-05,1.48E-05,2.27E-05,-2.86E-07
2.38,1.26E-05,1.34E-05,2.17E-05,-2.86E-07
2.39,1.27E-05,1.04E-05,1.90E-05,-2.86E-07
2.4,1.23E-05,5.89E-06,1.48E-05,-2.86E-07
2.41,1.18E-05,3.19E-07,9.86E-06,-2.86E-07
2.42,1.12E-05,-5.38E-06,5.17E-06,-2.86E-07
2.43,1.09E-05,-9.97E-06,1.57E-06,-2.86E-07
2.44,1.10E-05,-1.23E-05,-4.84E-07,-2.86E-07
2.45,1.15E-05,-1.19E-05,-9.62E-07,-2.86E-07
2.46,1.20E-05,-8.91E-06,-1.57E-07,-2.86E-07
2.47,1.23E-05,-4.25E-06,1.44E-06,-2.86E-07
2.48,1.21E-05,8.64E-07,3.33E-06,-2.86E-07
2.49,1.14E-05,5.36E-06,5.20E-06,-2.86E-07
2.5,1.04E-05,8.51E-06,6.97E-06,-2.86E-07
2.51,9.68E-06,1.01E-05,8.72E-06,-2.86E-07
2.52,9.67E-06,1.03E-05,1.06E-05,-2.86E-07
2.53,1.08E-05,9.54E-06,1.25E-05,-2.86E-07
2.54,1.33E-05,8.31E-06,1.43E-05,-2.86E-07
2.55,1.70E-05,6.75E-06,1.57E-05,-2.86E-07
2.56,2.14E-05,4.75E-06,1.65E-05,-2.85E-07
2.57,2.60E-05,2.01E-06,1.64E-05,-2.85E-07
2.58,3.01E-05,-1.67E-06,1.53E-05,-2.85E-07
2.59,3.29E-05,-6.31E-06,1.33E-05,-2.85E-07
2.6,3.39E-05,-1.17E-05,1.05E-05,-2.85E-07
2.61,3.28E-05,-1.75E-05,7.07E-06,-2.85E-07
2.62,2.97E-05,-2.30E-05,3.07E-06,-2.85E-07
2.63,2.48E-05,-2.77E-05,-1.44E-06,-2.85E-07
2.64,1.85E-05,-3.15E-05,-6.43E-06,-2.85E-07
2.65,1.12E-05,-3.42E-05,-1.18E-05,-2.85E-07
2.66,3.67E-06,-3.60E-05,-1.72E-05,-2.85E-07
2.67,-3.64E-06,-3.71E-05,-2.23E-05,-2.85E-07
2.68,-1.01E-05,-3.72E-05,-2.66E-05,-2.85E-07
2.69,-1.55E-05,-3.62E-05,-2.96E-05,-2.85E-07
2.7,-1.95E-05,-3.38E-05,-3.11E-05,-2.85E-07
2.71,-2.26E-05,-3.02E-05,-3.11E-05,-2.85E-07
2.72,-2.49E-05,-2.59E-05,-2.99E-05,-2.85E-07
2.73,-2.68E-05,-2.12E-05,-2.81E-05,-2.85E-07
2.74,-2.86E-05,-1.67E-05,-2.61E-05,-2.85E-07
2.75,-3.03E-05,-1.29E-05,-2.47E-05,-2.85E-07
2.76,-3.20E-05,-1.00E-05,-2.40E-05,-2.85E-07
2.77,-3.33E-05,-8.20E-06,-2.45E-05,-2.85E-07
2.78,-3.42E-05,-7.34E-06,-2.63E-05,-2.84E-07
2.79,-3.43E-05,-7.35E-06,-2.90E-05,-2.84E-07
2.8,-3.35E-05,-7.93E-06,-3.22E-05,-2.84E-07
2.81,-3.16E-05,-8.60E-06,-3.55E-05,-2.84E-07
2.82,-2.86E-05,-8.75E-06,-3.81E-05,-2.84E-07
2.83,-2.47E-05,-7.82E-06,-3.95E-05,-2.84E-07
2.84,-2.02E-05,-5.62E-06,-3.90E-05,-2.84E-07
2.85,-1.56E-05,-2.39E-06,-3.64E-05,-2.84E-07
2.86,-1.13E-05,1.30E-06,-3.16E-05,-2.84E-07
2.87,-7.75E-06,4.87E-06,-2.52E-05,-2.84E-07
2.88,-4.90E-06,7.86E-06,-1.78E-05,-2.84E-07
2.89,-2.43E-06,9.96E-06,-1.04E-05,-2.84E-07
2.9,1.95E-07,1.10E-05,-3.81E-06,-2.84E-07
2.91,3.45E-06,1.09E-05,1.33E-06,-2.84E-07
2.92,7.54E-06,9.86E-06,4.83E-06,-2.84E-07
2.93,1.23E-05,8.46E-06,6.94E-06,-2.84E-07
2.94,1.74E-05,7.42E-06,8.24E-06,-2.84E-07
2.95,2.22E-05,7.48E-06,9.46E-06,-2.84E-07
2.96,2.63E-05,9.07E-06,1.12E-05,-2.84E-07
2.97,2.96E-05,1.21E-05,1.39E-05,-2.84E-07
2.98,3.19E-05,1.63E-05,1.75E-05,-2.84E-07
2.99,3.33E-05,2.08E-05,2.18E-05,-2.84E-07
3,3.36E-05,2.54E-05,2.58E-05,-2.84E-07
3.01,3.26E-05,2.94E-05,2.89E-05,-2.83E-07
3.02,3.03E-05,3.27E-05,3.02E-05,-2.83E-07
3.03,2.67E-05,3.48E-05,2.91E-05,-2.83E-07
3.04,2.23E-05,3.56E-05,2.53E-05,-2.83E-07
3.05,1.73E-05,3.46E-05,1.91E-05,-2.83E-07
3.06,1.21E-05,3.20E-05,1.11E-05,-2.83E-07
3.07,7.27E-06,2.81E-05,2.65E-06,-2.83E-07
3.08,3.08E-06,2.32E-05,-5.04E-06,-2.83E-07
3.09,-8.53E-08,1.80E-05,-1.08E-05,-2.83E-07
3.1,-1.97E-06,1.28E-05,-1.41E-05,-2.83E-07
3.11,-2.51E-06,8.01E-06,-1.50E-05,-2.83E-07
3.12,-1.90E-06,3.88E-06,-1.40E-05,-2.83E-07
3.13,-6.23E-07,4.11E-07,-1.17E-05,-2.83E-07
3.14,5.85E-07,-2.64E-06,-8.89E-06,-2.83E-07
3.15,8.87E-07,-5.71E-06,-5.94E-06,-2.83E-07
3.16,-5.04E-07,-9.31E-06,-2.93E-06,-2.83E-07
3.17,-4.08E-06,-1.38E-05,2.05E-07,-2.83E-07
3.18,-9.82E-06,-1.91E-05,3.54E-06,-2.83E-07
3.19,-1.72E-05,-2.47E-05,7.17E-06,-2.83E-07
3.2,-2.53E-05,-2.96E-05,1.13E-05,-2.83E-07
3.21,-3.34E-05,-3.26E-05,1.62E-05,-2.83E-07
3.22,-4.05E-05,-3.31E-05,2.18E-05,-2.83E-07
3.23,-4.63E-05,-3.11E-05,2.79E-05,-2.82E-07
3.24,-5.06E-05,-2.69E-05,3.40E-05,-2.82E-07
3.25,-5.33E-05,-2.16E-05,3.93E-05,-2.82E-07
3.26,-5.45E-05,-1.57E-05,4.35E-05,-2.82E-07
3.27,-5.44E-05,-1.01E-05,4.64E-05,-2.82E-07
3.28,-5.30E-05,-4.97E-06,4.76E-05,-2.82E-07
3.29,-5.04E-05,-8.07E-07,4.69E-05,-2.82E-07
3.3,-4.66E-05,2.31E-06,4.44E-05,-2.82E-07
3.31,-4.18E-05,4.49E-06,4.00E-05,-2.82E-07
3.32,-3.61E-05,5.99E-06,3.43E-05,-2.82E-07
3.33,-2.95E-05,7.26E-06,2.82E-05,-2.82E-07
3.34,-2.21E-05,8.74E-06,2.25E-05,-2.82E-07
3.35,-1.40E-05,1.08E-05,1.78E-05,-2.82E-07
3.36,-5.10E-06,1.35E-05,1.44E-05,-2.82E-07
3.37,4.31E-06,1.66E-05,1.23E-05,-2.82E-07
3.38,1.39E-05,1.99E-05,1.17E-05,-2.82E-07
3.39,2.32E-05,2.28E-05,1.23E-05,-2.82E-07
3.4,3.16E-05,2.48E-05,1.39E-05,-2.82E-07
3.41,3.86E-05,2.58E-05,1.60E-05,-2.82E-07
3.42,4.39E-05,2.58E-05,1.79E-05,-2.82E-07
3.43,4.75E-05,2.48E-05,1.94E-05,-2.82E-07
3.44,4.94E-05,2.30E-05,1.99E-05,-2.82E-07
3.45,5.00E-05,2.07E-05,1.96E-05,-2.82E-07
3.46,4.98E-05,1.83E-05,1.84E-05,-2.81E-07
3.47,4.92E-05,1.60E-05,1.64E-05,-2.81E-07
3.48,4.85E-05,1.43E-05,1.35E-05,-2.81E-07
3.49,4.78E-05,1.32E-05,9.53E-06,-2.81E-07
3.5,4.72E-05,1.29E-05,4.36E-06,-2.81E-07
3.51,4.65E-05,1.31E-05,-1.96E-06,-2.81E-07
3.52,4.56E-05,1.38E-05,-9.25E-06,-2.81E-07
3.53,4.40E-05,1.45E-05,-1.73E-05,-2.81E-07
3.54,4.12E-05,1.50E-05,-2.57E-05,-2.81E-07
3.55,3.69E-05,1.47E-05,-3.40E-05,-2.81E-07
3.56,3.11E-05,1.33E-05,-4.15E-05,-2.81E-07
3.57,2.39E-05,1.10E-05,-4.74E-05,-2.81E-07
3.58,1.60E-05,8.30E-06,-5.11E-05,-2.81E-07
3.59,8.31E-06,5.94E-06,-5.26E-05,-2.81E-07
3.6,1.56E-06,4.44E-06,-5.24E-05,-2.81E-07
3.61,-3.72E-06,3.85E-06,-5.14E-05,-2.81E-07
3.62,-7.32E-06,3.84E-06,-5.03E-05,-2.81E-07
3.63,-9.37E-06,3.92E-06,-4.98E-05,-2.81E-07
3.64,-1.02E-05,3.70E-06,-4.99E-05,-2.81E-07
3.65,-1.03E-05,2.90E-06,-5.05E-05,-2.81E-07
3.66,-9.96E-06,1.33E-06,-5.12E-05,-2.81E-07
3.67,-9.62E-06,-1.14E-06,-5.19E-05,-2.81E-07
3.68,-9.50E-06,-4.55E-06,-5.28E-05,-2.80E-07
3.69,-9.75E-06,-8.83E-06,-5.40E-05,-2.80E-07
3.7,-1.04E-05,-1.38E-05,-5.57E-05,-2.80E-07
3.71,-1.13E-05,-1.92E-05,-5.80E-05,-2.80E-07
3.72,-1.22E-05,-2.46E-05,-6.03E-05,-2.80E-07
3.73,-1.28E-05,-2.97E-05,-6.22E-05,-2.80E-07
3.74,-1.28E-05,-3.44E-05,-6.30E-05,-2.80E-07
3.75,-1.23E-05,-3.87E-05,-6.20E-05,-2.80E-07
3.76,-1.13E-05,-4.25E-05,-5.88E-05,-2.80E-07
3.77,-9.97E-06,-4.59E-05,-5.31E-05,-2.80E-07
3.78,-8.62E-06,-4.87E-05,-4.51E-05,-2.80E-07
3.79,-7.41E-06,-5.06E-05,-3.47E-05,-2.80E-07
3.8,-6.45E-06,-5.11E-05,-2.26E-05,-2.80E-07
3.81,-5.74E-06,-5.01E-05,-9.13E-06,-2.80E-07
3.82,-5.28E-06,-4.74E-05,4.85E-06,-2.80E-07
3.83,-5.11E-06,-4.30E-05,1.85E-05,-2.80E-07
3.84,-5.32E-06,-3.73E-05,3.09E-05,-2.80E-07
3.85,-5.95E-06,-3.07E-05,4.15E-05,-2.80E-07
3.86,-7.00E-06,-2.35E-05,5.01E-05,-2.80E-07
3.87,-8.48E-06,-1.58E-05,5.67E-05,-2.80E-07
3.88,-1.04E-05,-7.81E-06,6.17E-05,-2.80E-07
3.89,-1.26E-05,1.76E-07,6.55E-05,-2.80E-07
3.9,-1.51E-05,7.80E-06,6.84E-05,-2.80E-07
3.91,-1.77E-05,1.46E-05,7.06E-05,-2.79E-07
3.92,-2.04E-05,2.03E-05,7.25E-05,-2.79E-07
3.93,-2.30E-05,2.46E-05,7.41E-05,-2.79E-07
3.94,-2.56E-05,2.71E-05,7.51E-05,-2.79E-07
3.95,-2.80E-05,2.78E-05,7.50E-05,-2.79E-07
3.96,-3.03E-05,2.64E-05,7.32E-05,-2.79E-07
3.97,-3.24E-05,2.35E-05,6.93E-05,-2.79E-07
3.98,-3.41E-05,1.96E-05,6.33E-05,-2.79E-07
3.99,-3.55E-05,1.56E-05,5.52E-05,-2.79E-07
4,-3.65E-05,1.22E-05,4.57E-05,-2.79E-07
4.01,-3.71E-05,9.94E-06,3.55E-05,-2.79E-07
4.02,-3.71E-05,8.51E-06,2.56E-05,-2.79E-07
4.03,-3.63E-05,7.35E-06,1.71E-05,-2.79E-07
