Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
27;Alexander JACOBY;Monlau Motorsport;1;Turn 1;5;15:21:21.380;3;no;no
27;Alexander JACOBY;Monlau Motorsport;2;Turn 1;9;15:28:31.919;3;no;no
27;Alexander JACOBY;Monlau Motorsport;3;Turn 1;11;15:32:06.385;3;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 5;2;15:16:27.293;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;2;Turn 1;3;15:17:46.907;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;3;Turn 1;6;15:23:15.776;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;4;Turn 1;9;15:28:38.453;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;5;Turn 1;12;15:34:05.719;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;6;Turn 1;14;15:37:42.986;6;no;no
33;Christopher EL FEGHALI;Drivex;1;Turn 1;3;15:18:57.046;3;no;no
33;Christopher EL FEGHALI;Drivex;2;Turn 1;9;15:29:40.979;3;no;no
33;Christopher EL FEGHALI;Drivex;3;Turn 1;11;15:33:16.582;3;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 1;3;15:17:41.371;4;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 1;5;15:21:16.983;4;no;no
37;Filippo FIORENTINO;Drivex;3;Turn 1;10;15:30:13.183;4;no;no
37;Filippo FIORENTINO;Drivex;4;Turn 1;18;15:44:31.522;4;no;no
39;Santino PANETTA;TC Racing;1;Turn 1;5;15:22:13.375;5;no;no
39;Santino PANETTA;TC Racing;2;Turn 1;8;15:27:36.061;5;no;no
39;Santino PANETTA;TC Racing;3;Turn 1;9;15:29:23.310;5;no;no
39;Santino PANETTA;TC Racing;4;Turn 1;10;15:31:10.646;5;no;no
39;Santino PANETTA;TC Racing;5;Turn 1;12;15:34:45.775;5;no;no
41;Stepan SUSLOV;DXR;1;Turn 1;3;15:17:44.976;8;no;no
41;Stepan SUSLOV;DXR;2;Turn 1;8;15:26:46.441;8;no;no
41;Stepan SUSLOV;DXR;3;Turn 5;9;15:29:02.313;8;no;no
41;Stepan SUSLOV;DXR;4;Turn 1;10;15:30:23.714;8;no;no
41;Stepan SUSLOV;DXR;5;Turn 1;11;15:32:11.588;8;no;no
41;Stepan SUSLOV;DXR;6;Turn 5;11;15:32:39.899;8;no;no
41;Stepan SUSLOV;DXR;7;Turn 1;13;15:35:49.445;8;no;no
41;Stepan SUSLOV;DXR;8;Turn 5;17;15:43:29.644;8;no;no
46;Nathan TYE;Rodin Motorsport;1;Turn 1;3;15:17:41.371;3;no;no
46;Nathan TYE;Rodin Motorsport;2;Turn 1;7;15:24:49.137;3;no;no
46;Nathan TYE;Rodin Motorsport;3;Turn 1;11;15:31:55.516;3;no;no
48;Gino TRAPPA;Drivex;1;Turn 1;4;15:19:31.244;4;no;no
48;Gino TRAPPA;Drivex;2;Turn 1;6;15:23:07.071;4;no;no
48;Gino TRAPPA;Drivex;3;Turn 1;8;15:27:49.384;4;no;no
48;Gino TRAPPA;Drivex;4;Turn 1;9;15:29:39.311;4;no;no
55;Emma FELBERMAYR;Rodin Motorsport;1;Turn 5;3;15:18:14.306;4;no;no
55;Emma FELBERMAYR;Rodin Motorsport;2;Turn 1;4;15:19:36.326;4;no;no
55;Emma FELBERMAYR;Rodin Motorsport;3;Turn 5;9;15:29:02.313;4;no;no
55;Emma FELBERMAYR;Rodin Motorsport;4;Turn 1;11;15:32:11.588;4;no;no
57;Kaiden HIGGINS;DXR;1;Turn 5;3;15:18:14.306;6;no;no
57;Kaiden HIGGINS;DXR;2;Turn 1;3;15:17:46.907;6;no;no
57;Kaiden HIGGINS;DXR;3;Turn 1;5;15:21:24.127;6;no;no
57;Kaiden HIGGINS;DXR;4;Turn 1;9;15:28:36.982;6;no;no
57;Kaiden HIGGINS;DXR;5;Turn 5;11;15:32:41.237;6;no;no
57;Kaiden HIGGINS;DXR;6;Turn 1;13;15:35:51.970;6;no;no
62;Andre RODRIGUEZ;Monlau Motorsport;1;Turn 1;11;15:32:18.500;1;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 5;5;15:21:50.590;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 5;16;15:41:42.842;2;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 1;4;15:19:36.326;4;no;no
71;Daniel DALLAKYAN;GRS Team;2;Turn 1;8;15:26:47.851;4;no;no
71;Daniel DALLAKYAN;GRS Team;3;Turn 1;9;15:28:36.982;4;no;no
71;Daniel DALLAKYAN;GRS Team;4;Turn 1;13;15:35:51.970;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 1;3;15:17:41.371;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;2;Turn 1;4;15:19:28.578;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;3;Turn 1;15;15:39:09.506;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;4;Turn 1;17;15:42:43.861;4;no;no
78;Alfio SPINA;TC Racing;1;Turn 1;8;15:27:36.061;3;no;no
78;Alfio SPINA;TC Racing;2;Turn 1;9;15:29:23.310;3;no;no
78;Alfio SPINA;TC Racing;3;Turn 1;12;15:34:45.775;3;no;no
81;Noah MONTEIRO;Campos Racing;1;Turn 1;4;15:19:23.774;3;no;no
81;Noah MONTEIRO;Campos Racing;2;Turn 1;12;15:33:38.507;3;no;no
81;Noah MONTEIRO;Campos Racing;3;Turn 1;14;15:37:12.310;3;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 4;3;15:18:00.231;7;no;no
88;Santiago BAZTARRICA;TC Racing;2;Turn 1;3;15:17:44.976;7;no;no
88;Santiago BAZTARRICA;TC Racing;3;Turn 5;6;15:23:37.559;7;no;no
88;Santiago BAZTARRICA;TC Racing;4;Turn 1;9;15:28:33.989;7;no;no
88;Santiago BAZTARRICA;TC Racing;5;Turn 1;15;15:39:24.318;7;no;no
88;Santiago BAZTARRICA;TC Racing;6;Turn 5;15;15:39:51.068;7;no;no
88;Santiago BAZTARRICA;TC Racing;7;Turn 1;16;15:41:13.042;7;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 1;3;15:17:44.976;3;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;2;Turn 1;4;15:19:33.513;3;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;3;Turn 1;9;15:28:33.989;3;no;no
99;Thomas STRAUVEN;Griffin Core;1;Turn 1;3;15:17:36.258;2;no;no
99;Thomas STRAUVEN;Griffin Core;2;Turn 1;13;15:35:21.312;2;no;no
